tube_assembly_id,total weight,NA,,,,,,,,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8
TA-15605,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15606,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15607,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15608,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15609,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15610,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15611,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15612,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15613,0.039,0.009,0.03,0,0,0,0,0,0,C-1312,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15614,0.039,0.009,0.03,0,0,0,0,0,0,C-1312,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15615,0.08,0.04,0,0,0,0,0,0,0,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15616,0.08,0.04,0,0,0,0,0,0,0,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15617,0.08,0.04,0,0,0,0,0,0,0,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15618,0.08,0.04,0,0,0,0,0,0,0,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15619,0.1,0.05,0,0,0,0,0,0,0,C-1639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15620,2.266,0.022,2.178,0,0,0,0,0,0,C-1898,4,C-0863,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15621,0.619,0.619,0,0,0,0,0,0,0,C-1094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15622,0.55,0.38,0.17,0,0,0,0,0,0,C-1779,1,C-1781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15623,0.55,0.38,0.17,0,0,0,0,0,0,C-1779,1,C-1781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15624,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15625,0.1,0.1,0,0,0,0,0,0,0,C-0199,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15626,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15627,1.725,1.725,0,0,0,0,0,0,0,C-1463,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15628,0.94,0.94,0,0,0,0,0,0,0,C-0452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15629,0.159,0.009,0.046,0.104,0,0,0,0,0,C-1420,1,C-1421,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15630,0.324,0.129,0.033,0,0,0,0,0,0,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15631,0.014,0.012,0.002,0,0,0,0,0,0,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15632,1.32,0.225,1.095,0,0,0,0,0,0,C-1642,1,C-0401,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15633,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15634,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15635,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15636,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15637,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15638,0.187,0.044,0.018,0.125,0,0,0,0,0,C-1623,1,C-1630,1,C-1994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15639,0.187,0.044,0.018,0.125,0,0,0,0,0,C-1623,1,C-1630,1,C-1994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15640,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15641,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15642,1.438,0.064,1.154,0.22,0,0,0,0,0,C-1585,1,C-1598,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15643,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15644,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15645,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15646,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15647,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15648,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15649,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15650,12.32,2.35,9.97,0,0,0,0,0,0,C-1614,1,C-1095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15651,8.12,4.06,0,0,0,0,0,0,0,C-1102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15652,6.41,2.35,4.06,0,0,0,0,0,0,C-1614,1,C-1102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15653,5.618,2.35,3.268,0,0,0,0,0,0,C-1614,1,C-0275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15654,13.238,3.268,9.97,0,0,0,0,0,0,C-0275,1,C-1095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15655,3.972,1.327,0.08,2.565,0,0,0,0,0,C-1412,1,C-0071,1,C-1096,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15656,1.359,0.65,0.709,0,0,0,0,0,0,C-1795,1,C-2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15657,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15658,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15659,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15660,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15661,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15662,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15663,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15664,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15665,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15666,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15667,0.03,0.012,0.002,0.016,0,0,0,0,0,C-1845,1,C-1846,1,C-1078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15668,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15669,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15670,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15671,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15672,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15673,0.128,0.035,0.029,0,0,0,0,0,0,C-1624,2,C-1654,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15674,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15675,0.136,0.035,0.026,0.075,0,0,0,0,0,C-1624,1,C-1631,1,C-1889,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15676,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15677,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15678,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15679,0.679,0.225,0.454,0,0,0,0,0,0,C-1642,1,C-1744,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15680,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15681,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15682,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15683,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15684,0.092,0.012,0.034,0,0,0,0,0,0,C-1629,2,C-2029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15685,0.092,0.012,0.034,0,0,0,0,0,0,C-1629,2,C-2029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15686,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15687,0.324,0.129,0.033,0,0,0,0,0,0,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15688,0.324,0.129,0.033,0,0,0,0,0,0,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15689,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15690,0.11,0.009,0.046,0,0,0,0,0,0,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15691,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15692,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15693,0.181,0.035,0.026,0.059,0,0,0,0,0,C-1624,2,C-1631,2,C-0549,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15694,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15695,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15696,0.685,0.16,0.525,0,0,0,0,0,0,C-1644,1,C-2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15697,0.685,0.16,0.525,0,0,0,0,0,0,C-1644,1,C-2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15698,0.679,0.129,0.025,0.525,0,0,0,0,0,C-1625,1,C-1635,1,C-2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15699,0.314,0.129,0.025,0.16,0,0,0,0,0,C-1625,1,C-1635,1,C-1644,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15700,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15701,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15702,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15703,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15704,0.405,0.256,0.149,0,0,0,0,0,0,C-1100,1,C-1123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15705,0.149,0.149,0,0,0,0,0,0,0,C-1123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15706,0.059,0.059,0,0,0,0,0,0,0,C-0837,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15707,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15708,0.358,0.035,0.026,0.297,0,0,0,0,0,C-1624,1,C-1631,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15709,0.358,0.035,0.026,0.297,0,0,0,0,0,C-1624,1,C-1631,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15710,0.264,0.264,0,0,0,0,0,0,0,C-1101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15711,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15712,0.387,0.129,0.033,0.225,0,0,0,0,0,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15713,0.168,0.035,0.104,0.029,0,0,0,0,0,C-1624,1,C-1640,1,C-1654,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15714,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15715,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15716,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15717,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15718,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15719,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15720,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15721,0.387,0.129,0.033,0.225,0,0,0,0,0,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15722,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15723,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15724,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15725,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15726,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15727,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15728,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15729,0.387,0.129,0.033,0.225,0,0,0,0,0,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15730,0.187,0.044,0.018,0.125,0,0,0,0,0,C-1623,1,C-1630,1,C-1994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15731,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15732,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15733,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15734,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15735,0.136,0.035,0.026,0.075,0,0,0,0,0,C-1624,1,C-1631,1,C-1889,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15736,0.158,0.035,0.026,0.097,0,0,0,0,0,C-1624,1,C-1631,1,C-1648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15737,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15738,0.088,0.036,0.012,0.04,0,0,0,0,0,C-1622,1,C-1629,1,C-1646,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15739,0.445,0.225,0.22,0,0,0,0,0,0,C-1642,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15740,0.44,0.22,0,0,0,0,0,0,0,C-1649,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15741,0.387,0.129,0.033,0.225,0,0,0,0,0,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15742,0.126,0.036,0.012,0.078,0,0,0,0,0,C-1622,1,C-1629,1,C-0388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15743,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15744,0.112,0.044,0.018,0.05,0,0,0,0,0,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15745,0.323,0.129,0.149,0.045,0,0,0,0,0,C-1625,1,C-1641,1,C-1652,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15746,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15747,0.128,0.035,0.029,0,0,0,0,0,0,C-1624,2,C-1654,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15748,0.387,0.129,0.033,0.225,0,0,0,0,0,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15749,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15750,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15751,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15752,0.061,0.035,0.026,0,0,0,0,0,0,C-1624,1,C-1631,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15753,0.11,0.036,0.012,0.05,0.012,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,C-0547,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-15754,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15755,0.11,0.036,0.012,0.05,0.012,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,C-0547,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-15756,0.2,0.1,0,0,0,0,0,0,0,C-0199,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15757,0.1,0.1,0,0,0,0,0,0,0,C-0199,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15758,1.337,1.337,0,0,0,0,0,0,0,C-1107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15759,0.999,0.999,0,0,0,0,0,0,0,C-1106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15760,0.873,0.873,0,0,0,0,0,0,0,C-1109,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15761,0.999,0.999,0,0,0,0,0,0,0,C-1106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15762,0.387,0.035,0.026,0.326,0,0,0,0,0,C-1624,1,C-1631,1,C-2005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15763,0.324,0.129,0.033,0,0,0,0,0,0,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15764,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15765,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15766,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15767,0.124,0.044,0.018,0,0,0,0,0,0,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15768,0.208,0.104,0,0,0,0,0,0,0,C-1640,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15769,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15770,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15771,0.124,0.044,0.018,0,0,0,0,0,0,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15772,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15773,0.092,0.046,0,0,0,0,0,0,0,C-0165,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15774,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15775,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15776,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-15777,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
