tube_assembly_id,quantity,cost
TA-20253,Yes,25,3.28839380602371
TA-20253,Yes,50,2.97123907346305
TA-20253,Yes,100,2.82935406152802
TA-20253,Yes,250,2.74589228980153
TA-20254,Yes,1,27.9457832330865
TA-20254,Yes,2,16.0858654707522
TA-20254,Yes,5,8.9721404605977
TA-20254,Yes,10,6.59904408450782
TA-20254,Yes,25,5.17462984704239
TA-20254,Yes,50,4.76844922464014
TA-20254,Yes,100,4.58205126778431
TA-20254,Yes,250,4.46798684642478
TA-20255,Yes,1,27.9346549968563
TA-20255,Yes,2,16.074737234522
TA-20255,Yes,5,8.95823016530995
TA-20255,Yes,10,6.58791584827763
TA-20255,Yes,25,5.16350161081219
TA-20255,Yes,50,4.75732098840994
TA-20255,Yes,100,4.56814097249656
TA-20255,Yes,250,4.45685861019458
TA-20258,Yes,1,21.5192268101467
TA-20258,Yes,2,11.9545077702909
TA-20258,Yes,5,6.21511993456597
TA-20258,Yes,10,4.3010633029718
TA-20258,Yes,25,3.15485497126133
TA-20258,Yes,50,2.83770023870067
TA-20258,Yes,100,2.69859728582318
TA-20258,Yes,250,2.61235345503914
TA-20259,Yes,1,21.6750221173695
TA-20259,Yes,2,12.1103030775137
TA-20259,Yes,5,6.37091524178875
TA-20259,Yes,10,4.45964066925213
TA-20259,Yes,25,3.31065027848411
TA-20259,Yes,50,2.996277604981
TA-20259,Yes,100,2.85439259304597
TA-20259,Yes,250,2.76814876226192
TA-20267,Yes,1,22.3872292361022
TA-20267,Yes,2,12.8225101962464
TA-20267,Yes,5,7.08312236052147
TA-20267,Yes,10,5.16906572892729
TA-20267,Yes,25,4.02285739721683
TA-20267,Yes,50,3.70570266465617
TA-20267,Yes,100,3.56659971177868
TA-20267,Yes,250,3.48035588099464
TA-20268,Yes,1,21.7445735938082
TA-20268,Yes,2,12.1798545539525
TA-20268,Yes,5,6.44046671822749
TA-20268,Yes,10,4.52641008663332
TA-20268,Yes,25,3.38020175492285
TA-20268,Yes,50,3.06304702236219
TA-20268,Yes,100,2.92394406948471
TA-20268,Yes,250,2.83770023870067
TA-20269,Yes,1,21.1686873688955
TA-20269,Yes,2,11.6039683290397
TA-20269,Yes,5,5.86458049331471
TA-20269,Yes,10,3.95330592077809
TA-20269,Yes,25,2.80431553001007
TA-20269,Yes,50,2.48994285650696
TA-20269,Yes,100,2.34805784457192
TA-20269,Yes,250,2.26181401378788
TA-20270,Yes,1,28.257373847532
TA-20270,Yes,2,16.3974560851978
TA-20270,Yes,5,9.28094901598571
TA-20270,Yes,10,6.90785263989584
TA-20270,Yes,25,5.48622046148796
TA-20270,Yes,50,5.07725778002815
TA-20270,Yes,100,4.89085982317233
TA-20270,Yes,250,4.77957746087034
TA-20272,Yes,1,68.0602927838952
TA-20272,Yes,2,56.200375021561
TA-20272,Yes,5,49.0838679523489
TA-20272,Yes,10,46.7135536353166
TA-20272,Yes,25,45.2891393978511
TA-20272,Yes,50,44.8829587754489
TA-20272,Yes,100,44.696560818593
TA-20272,Yes,250,44.5824963972335
TA-20273,Yes,1,68.1103698469311
TA-20273,Yes,2,56.2504520845968
TA-20273,Yes,5,49.1339450153848
TA-20273,Yes,10,46.7636306983525
TA-20273,Yes,25,45.339216460887
TA-20273,Yes,50,44.9302537794272
TA-20273,Yes,100,44.7438558225714
TA-20273,Yes,250,44.6325734602694
TA-20274,Yes,1,152.801811676858
TA-20274,Yes,3,55.4241805445046
TA-20274,Yes,5,35.9608953778871
TA-20274,Yes,7,27.6008079099503
TA-20274,Yes,9,22.9658975200726
TA-20275,Yes,1,162.861737228958
TA-20275,Yes,3,74.7622730535324
TA-20275,Yes,5,57.1462751011278
TA-20275,Yes,7,49.5929847598805
TA-20275,Yes,9,45.3976397010956
TA-20279,Yes,1,21.5080985739165
TA-20279,Yes,2,11.9433795340607
TA-20279,Yes,5,6.20399169833577
TA-20279,Yes,10,4.2899350667416
TA-20279,Yes,25,3.14372673503113
TA-20279,Yes,50,2.82657200247047
TA-20279,Yes,100,2.68746904959298
TA-20279,Yes,250,2.60122521880894
TA-20280,Yes,1,21.6889324126573
TA-20280,Yes,2,12.1242133728015
TA-20280,Yes,5,6.3848255370765
TA-20280,Yes,10,4.47355096453987
TA-20280,Yes,25,3.32456057377186
TA-20280,Yes,50,3.0074058412112
TA-20280,Yes,100,2.86830288833371
TA-20280,Yes,250,2.78205905754967
TA-20281,Yes,1,22.3343701140088
TA-20281,Yes,2,12.769651074153
TA-20281,Yes,5,7.03026323842802
TA-20281,Yes,10,5.1189886658914
TA-20281,Yes,25,3.96999827512338
TA-20281,Yes,50,3.65562560162027
TA-20281,Yes,100,3.51374058968524
TA-20281,Yes,250,3.4274967589012
TA-20283,Yes,1,30.4579825620538
TA-20283,Yes,2,18.5980647997196
TA-20283,Yes,5,11.4815577305075
TA-20283,Yes,10,9.11124341347518
TA-20283,Yes,25,7.68682917600975
TA-20283,Yes,50,7.2806485536075
TA-20283,Yes,100,7.09146853769412
TA-20283,Yes,250,6.98018617539213
TA-20284,Yes,1,20.4203134824146
TA-20284,Yes,2,10.8555944425588
TA-20284,Yes,5,5.11620660683385
TA-20284,Yes,10,3.20493203429722
TA-20284,Yes,25,2.05594164352921
TA-20284,Yes,50,1.7415689700261
TA-20284,Yes,100,1.59968395809106
TA-20284,Yes,250,1.51344012730702
TA-20285,Yes,1,20.695737329112
TA-20285,Yes,2,11.1310182892562
TA-20285,Yes,5,5.39163045353127
TA-20285,Yes,10,3.47757382193709
TA-20285,Yes,25,2.33136549022663
TA-20285,Yes,50,2.01421075766596
TA-20285,Yes,100,1.87232574573093
TA-20285,Yes,250,1.78886397400444
TA-20286,Yes,1,20.9934176482698
TA-20286,Yes,2,11.4286986084141
TA-20286,Yes,5,5.68931077268908
TA-20286,Yes,10,3.77803620015246
TA-20286,Yes,25,2.62904580938444
TA-20286,Yes,50,2.31189107682378
TA-20286,Yes,100,2.17278812394629
TA-20286,Yes,250,2.08654429316225
TA-20287,Yes,1,21.5887782865855
TA-20287,Yes,2,12.0240592467297
TA-20287,Yes,5,6.28467141100471
TA-20287,Yes,10,4.37339683846809
TA-20287,Yes,25,3.22440644770007
TA-20287,Yes,50,2.90725171513941
TA-20287,Yes,100,2.76814876226192
TA-20287,Yes,250,2.68190493147789
TA-20288,Yes,1,21.0685332428237
TA-20288,Yes,2,11.5038142029679
TA-20288,Yes,5,5.76442636724292
TA-20288,Yes,10,3.85036973564875
TA-20288,Yes,25,2.70416140393828
TA-20288,Yes,50,2.38700667137762
TA-20288,Yes,100,2.24512165944259
TA-20288,Yes,250,2.1616598877161
TA-20290,Yes,1,21.5971244637581
TA-20290,Yes,2,12.0324054239023
TA-20290,Yes,5,6.29301758817736
TA-20290,Yes,10,4.38174301564074
TA-20290,Yes,25,3.23275262487272
TA-20290,Yes,50,2.91837995136961
TA-20290,Yes,100,2.77649493943457
TA-20290,Yes,250,2.69025110865053
TA-20291,Yes,1,21.4997523967439
TA-20291,Yes,2,11.9350333568881
TA-20291,Yes,5,6.19564552116312
TA-20291,Yes,10,4.28158888956895
TA-20291,Yes,25,3.13538055785848
TA-20291,Yes,50,2.81822582529782
TA-20291,Yes,100,2.67634081336279
TA-20291,Yes,250,2.5928790416363
TA-20294,Yes,1,20.5816729077525
TA-20294,Yes,2,11.0169538678967
TA-20294,Yes,5,5.28034809122928
TA-20294,Yes,10,3.3662914596351
TA-20294,Yes,25,2.21730106886709
TA-20294,Yes,50,1.90292839536398
TA-20294,Yes,100,1.76104338342894
TA-20294,Yes,250,1.67758161170245
TA-20300,Yes,1,22.1118053894048
TA-20300,Yes,2,12.547086349549
TA-20300,Yes,5,6.80769851382405
TA-20300,Yes,10,4.89364188222988
TA-20300,Yes,25,3.74743355051941
TA-20300,Yes,50,3.43027881795875
TA-20300,Yes,100,3.28839380602371
TA-20300,Yes,250,3.20493203429722
TA-20301,Yes,1,22.0589462673114
TA-20301,Yes,2,12.4942272274556
TA-20301,Yes,5,6.75483939173061
TA-20301,Yes,10,4.84356481919398
TA-20301,Yes,25,3.69457442842597
TA-20301,Yes,50,3.38020175492285
TA-20301,Yes,100,3.23831674298782
TA-20301,Yes,250,3.15207291220378
TA-20303,Yes,1,21.6026885818732
TA-20303,Yes,2,12.0379695420174
TA-20303,Yes,5,6.30136376535001
TA-20303,Yes,10,4.38730713375583
TA-20303,Yes,25,3.23831674298782
TA-20303,Yes,50,2.92394406948471
TA-20303,Yes,100,2.78205905754967
TA-20303,Yes,250,2.69859728582318
TA-20304,Yes,1,21.282751790255
TA-20304,Yes,2,11.7180327503992
TA-20304,Yes,5,5.97864491467425
TA-20304,Yes,10,4.06458828308007
TA-20304,Yes,25,2.91837995136961
TA-20304,Yes,50,2.60122521880894
TA-20304,Yes,100,2.45934020687391
TA-20304,Yes,250,2.37587843514742
TA-20306,Yes,1,21.5220088692043
TA-20306,Yes,2,11.9572898293485
TA-20306,Yes,5,6.21790199362352
TA-20306,Yes,10,4.30384536202935
TA-20306,Yes,25,3.15763703031888
TA-20306,Yes,50,2.84048229775822
TA-20306,Yes,100,2.69859728582318
TA-20306,Yes,250,2.61513551409669
TA-20307,Yes,1,21.6026885818732
TA-20307,Yes,2,12.0379695420174
TA-20307,Yes,5,6.29858170629246
TA-20307,Yes,10,4.38452507469828
TA-20307,Yes,25,3.23831674298782
TA-20307,Yes,50,2.92116201042716
TA-20307,Yes,100,2.77927699849212
TA-20307,Yes,250,2.69581522676563
TA-20314,Yes,1,217.901993623521
TA-20314,Yes,3,92.7065539747278
TA-20314,Yes,5,67.6568942205505
TA-20314,Yes,7,56.929274494639
TA-20314,Yes,9,50.96732193431
TA-20318,Yes,1,18.9792068906039
TA-20318,Yes,2,11.0837232852779
TA-20318,Yes,5,6.3458767102708
TA-20318,Yes,10,4.76566716558259
TA-20318,Yes,25,3.8197670860157
TA-20318,Yes,50,3.56938177083623
TA-20318,Yes,100,3.46088146759179
TA-20318,Yes,250,3.39689410926815
TA-20319,Yes,1,19.1934254380352
TA-20319,Yes,2,11.2979418327092
TA-20319,Yes,5,6.56009525770213
TA-20319,Yes,10,4.98266777207146
TA-20319,Yes,25,4.03398563344703
TA-20319,Yes,50,3.78638237732511
TA-20319,Yes,100,3.67788207408067
TA-20319,Yes,250,3.61389471575703
TA-20322,Yes,1,21.7974327159017
TA-20322,Yes,2,12.2327136760459
TA-20322,Yes,5,6.49332584032094
TA-20322,Yes,10,4.58205126778431
TA-20322,Yes,25,3.4330608770163
TA-20322,Yes,50,3.11868820351318
TA-20322,Yes,100,2.97680319157815
TA-20322,Yes,250,2.89055936079411
TA-20324,Yes,1,22.1646645114982
TA-20324,Yes,2,12.5999454716425
TA-20324,Yes,5,6.86055763591749
TA-20324,Yes,10,4.94650100432332
TA-20324,Yes,25,3.80029267261285
TA-20324,Yes,50,3.48313794005219
TA-20324,Yes,100,3.34403498717471
TA-20324,Yes,250,3.25779115639067
TA-20327,Yes,1,20.7847632189536
TA-20327,Yes,2,11.2200441790978
TA-20327,Yes,5,5.48065634337286
TA-20327,Yes,10,3.56659971177868
TA-20327,Yes,25,2.42039138006822
TA-20327,Yes,50,2.10323664750755
TA-20327,Yes,100,1.96413369463007
TA-20327,Yes,250,1.87788986384603
TA-20328,Yes,1,20.665134679479
TA-20328,Yes,2,11.1004156396232
TA-20328,Yes,5,5.36380986295577
TA-20328,Yes,10,3.4497532313616
TA-20328,Yes,25,2.30076284059358
TA-20328,Yes,50,1.98639016709047
TA-20328,Yes,100,1.84450515515543
TA-20328,Yes,250,1.76104338342894
TA-20329,Yes,1,20.8042376323565
TA-20329,Yes,2,11.2395185925007
TA-20329,Yes,5,5.5001307567757
TA-20329,Yes,10,3.58885618423908
TA-20329,Yes,25,2.43986579347106
TA-20329,Yes,50,2.12549311996795
TA-20329,Yes,100,1.98360810803292
TA-20329,Yes,250,1.89736427724888
TA-20332,Yes,1,21.0101100026151
TA-20332,Yes,2,11.4453909627594
TA-20332,Yes,5,5.70600312703438
TA-20332,Yes,10,3.79194649544021
TA-20332,Yes,25,2.64573816372974
TA-20332,Yes,50,2.32858343116908
TA-20332,Yes,100,2.18948047829159
TA-20332,Yes,250,2.10323664750755
TA-20335,Yes,1,29.8542757465655
TA-20335,Yes,2,19.6635934187611
TA-20335,Yes,5,13.5514096693245
TA-20335,Yes,10,11.5121603801405
TA-20335,Yes,25,10.2880543948187
TA-20335,Yes,50,9.94864318979763
TA-20335,Yes,100,9.7956299416324
TA-20335,Yes,250,9.70103993367571
TA-20342,Yes,1,22.1757927477284
TA-20342,Yes,2,12.6110737078727
TA-20342,Yes,5,6.87446793120524
TA-20342,Yes,10,4.96041129961107
TA-20342,Yes,25,3.81142090884305
TA-20342,Yes,50,3.49704823533994
TA-20342,Yes,100,3.35516322340491
TA-20342,Yes,250,3.27170145167842
TA-20349,Yes,1,21.6889324126573
TA-20349,Yes,2,12.1242133728015
TA-20349,Yes,5,6.3848255370765
TA-20349,Yes,10,4.47355096453987
TA-20349,Yes,25,3.32456057377186
TA-20349,Yes,50,3.01018790026875
TA-20349,Yes,100,2.86830288833371
TA-20349,Yes,250,2.78205905754967
TA-20351,Yes,1,21.3801238572692
TA-20351,Yes,2,11.8154048174135
TA-20351,Yes,5,6.07601698168849
TA-20351,Yes,10,4.16474240915186
TA-20351,Yes,25,3.01575201838385
TA-20351,Yes,50,2.70137934488073
TA-20351,Yes,100,2.5594943329457
TA-20351,Yes,250,2.47325050216166
TA-20354,Yes,1,28.8110035999844
TA-20354,Yes,2,16.9510858376502
TA-20354,Yes,5,9.8345787684381
TA-20354,Yes,10,7.46426445140577
TA-20354,Yes,25,6.03985021394034
TA-20354,Yes,50,5.63366959153809
TA-20354,Yes,100,5.44727163468226
TA-20354,Yes,250,5.33320721332272
TA-20355,Yes,1,29.4592233603935
TA-20355,Yes,2,17.5993055980592
TA-20355,Yes,5,10.4827985288472
TA-20355,Yes,10,8.1097021527573
TA-20355,Yes,25,6.68806997434941
TA-20355,Yes,50,6.27910729288961
TA-20355,Yes,100,6.09270933603378
TA-20355,Yes,250,5.9814269737318
TA-20357,Yes,1,21.8224712474196
TA-20357,Yes,2,12.2577522075639
TA-20357,Yes,5,6.52114643089643
TA-20357,Yes,10,4.60708979930226
TA-20357,Yes,25,3.45809940853424
TA-20357,Yes,50,3.14372673503113
TA-20357,Yes,100,3.0018417230961
TA-20357,Yes,250,2.91837995136961
TA-20358,Yes,1,21.480277983341
TA-20358,Yes,2,11.9155589434853
TA-20358,Yes,5,6.17617110776027
TA-20358,Yes,10,4.26489653522365
TA-20358,Yes,25,3.11590614445563
TA-20358,Yes,50,2.80153347095252
TA-20358,Yes,100,2.65964845901749
TA-20358,Yes,250,2.57340462823345
TA-20360,Yes,1,28.7303238873155
TA-20360,Yes,2,16.8704061249812
TA-20360,Yes,5,9.75389905576916
TA-20360,Yes,10,7.38080267967928
TA-20360,Yes,25,5.9591705012714
TA-20360,Yes,50,5.5502078198116
TA-20360,Yes,100,5.36380986295577
TA-20360,Yes,250,5.25252750065378
TA-20362,Yes,1,28.0681938316187
TA-20362,Yes,2,16.2082760692844
TA-20362,Yes,5,9.09176900007233
TA-20362,Yes,10,6.72145468304001
TA-20362,Yes,25,5.29704044557458
TA-20362,Yes,50,4.89085982317233
TA-20362,Yes,100,4.70167980725895
TA-20362,Yes,250,4.59039744495696
TA-20363,Yes,1,287.258725928234
TA-20363,Yes,3,115.691925908203
TA-20363,Yes,5,81.3780094923855
TA-20363,Yes,7,66.6720453141779
TA-20363,Yes,9,58.5011378621545
TA-20364,No,1,3.02966231367159
TA-20365,No,45,4.36226860223789
TA-20367,Yes,1,21.4691497471108
TA-20367,Yes,2,11.9044307072551
TA-20367,Yes,5,6.16504287153008
TA-20367,Yes,10,4.25376829899345
TA-20367,Yes,25,3.10477790822544
TA-20367,Yes,50,2.78762317566477
TA-20367,Yes,100,2.64852022278729
TA-20367,Yes,250,2.56227639200325
TA-20371,Yes,1,29.4926080690841
TA-20371,Yes,2,17.6326903067498
TA-20371,Yes,5,10.5161832375378
TA-20371,Yes,10,8.14586892050544
TA-20371,Yes,25,6.72145468304001
TA-20371,Yes,50,6.31527406063776
TA-20371,Yes,100,6.12609404472438
TA-20371,Yes,250,6.01481168242239
TA-20373,Yes,1,21.4441112155929
TA-20373,Yes,2,11.8793921757371
TA-20373,Yes,5,6.14278639906968
TA-20373,Yes,10,4.2287297674755
TA-20373,Yes,25,3.07973937670749
TA-20373,Yes,50,2.76536670320438
TA-20373,Yes,100,2.62348169126934
TA-20373,Yes,250,2.54001991954285
TA-20374,Yes,1,22.2592545194549
TA-20374,Yes,2,12.6945354795992
TA-20374,Yes,5,6.95514764387418
TA-20374,Yes,10,5.04109101228001
TA-20374,Yes,25,3.89488268056954
TA-20374,Yes,50,3.57772794800888
TA-20374,Yes,100,3.43584293607385
TA-20374,Yes,250,3.35238116434736
TA-20376,Yes,1,28.8610806630203
TA-20376,Yes,2,17.0011629006861
TA-20376,Yes,5,9.88465583147399
TA-20376,Yes,10,7.51155945538412
TA-20376,Yes,25,6.08992727697624
TA-20376,Yes,50,5.68096459551643
TA-20376,Yes,100,5.49456663866061
TA-20376,Yes,250,5.38328427635862
TA-20381,Yes,1,22.8407048624828
TA-20381,Yes,2,13.275985822627
TA-20381,Yes,5,7.53659798690207
TA-20381,Yes,10,5.62532341436544
TA-20381,Yes,25,4.47633302359742
TA-20381,Yes,50,4.15917829103676
TA-20381,Yes,100,4.02007533815928
TA-20386,No,20,18.9931171858916
TA-20387,No,5,23.8144255326252
TA-20388,Yes,1,22.2842930509729
TA-20388,Yes,2,12.7195740111171
TA-20388,Yes,5,6.98018617539213
TA-20388,Yes,10,5.06612954379796
TA-20388,Yes,25,3.91992121208749
TA-20388,Yes,50,3.60276647952683
TA-20388,Yes,100,3.46088146759179
TA-20390,Yes,1,21.4162906250174
TA-20390,Yes,2,11.8515715851616
TA-20390,Yes,5,6.11218374943663
TA-20390,Yes,10,4.19812711784246
TA-20390,Yes,25,3.05191878613199
TA-20390,Yes,50,2.73476405357133
TA-20390,Yes,100,2.5928790416363
TA-20390,Yes,250,2.50941726990981
TA-20392,Yes,1,21.5526115188373
TA-20392,Yes,2,11.9878924789815
TA-20392,Yes,5,6.24850464325657
TA-20392,Yes,10,4.33444801166239
TA-20392,Yes,25,3.18823967995193
TA-20392,Yes,50,2.87108494739126
TA-20392,Yes,100,2.73198199451378
TA-20392,Yes,250,2.64573816372974
TA-20393,Yes,1,21.4385470974778
TA-20393,Yes,2,11.873828057622
TA-20393,Yes,5,6.13444022189703
TA-20393,Yes,10,4.2231656493604
TA-20393,Yes,25,3.07417525859239
TA-20393,Yes,50,2.75980258508928
TA-20393,Yes,100,2.61791757315424
TA-20393,Yes,250,2.5316737423702
TA-20395,No,1,19.0737968985606
TA-20400,No,1,7.26117414020465
TA-20401,No,2,16.0636089982918
TA-20402,Yes,1,22.3538445274116
TA-20402,Yes,2,12.7891254875558
TA-20402,Yes,5,7.04973765183087
TA-20402,Yes,10,5.1356810202367
TA-20402,Yes,25,3.98947268852623
TA-20402,Yes,50,3.67231795596557
TA-20402,Yes,100,3.53321500308809
TA-20402,Yes,250,3.44697117230405
TA-20406,Yes,1,21.3022262036578
TA-20406,Yes,2,11.7375071638021
TA-20406,Yes,5,5.9981193280771
TA-20406,Yes,10,4.08406269648292
TA-20406,Yes,25,2.93785436477246
TA-20406,Yes,50,2.62069963221179
TA-20406,Yes,100,2.48159667933431
TA-20406,Yes,250,2.39535284855027
TA-20407,No,1,2.21451900980954
TA-20409,Yes,1,21.3912520934994
TA-20409,Yes,2,11.8265330536437
TA-20409,Yes,5,6.08714521791869
TA-20409,Yes,10,4.17308858632451
TA-20409,Yes,25,3.02688025461404
TA-20409,Yes,50,2.70972552205338
TA-20409,Yes,100,2.56784051011835
TA-20409,Yes,250,2.48437873839186
TA-20415,Yes,75,6.63799291131352
TA-20415,Yes,100,5.0856039572008
TA-20416,No,50,2.42039138006822
TA-20418,Yes,1,21.9087150782037
TA-20418,Yes,2,12.3439960383479
TA-20418,Yes,5,6.60739026168047
TA-20418,Yes,10,4.6933336300863
TA-20418,Yes,25,3.54434323931828
TA-20418,Yes,50,3.22997056581517
TA-20418,Yes,100,3.08808555388014
TA-20418,Yes,250,3.00462378215365
TA-20420,Yes,1,22.5931016063609
TA-20420,Yes,2,13.0283825665051
TA-20420,Yes,5,7.28899473078014
TA-20420,Yes,10,5.37493809918597
TA-20420,Yes,25,4.2287297674755
TA-20420,Yes,50,3.91157503491484
TA-20420,Yes,100,3.76969002297981
TA-20420,Yes,250,3.68622825125332
TA-20421,Yes,1,19.1043995481936
TA-20421,Yes,2,11.2089159428676
TA-20421,Yes,5,6.47106936786054
TA-20421,Yes,10,4.89085982317233
TA-20421,Yes,25,3.94495974360544
TA-20421,Yes,50,3.69457442842597
TA-20421,Yes,100,3.58885618423908
TA-20421,Yes,250,3.52208676685789
TA-20422,Yes,1,21.9087150782037
TA-20422,Yes,2,12.3439960383479
TA-20422,Yes,5,6.60739026168047
TA-20422,Yes,10,4.6933336300863
TA-20422,Yes,25,3.54434323931828
TA-20422,Yes,50,3.22997056581517
TA-20422,Yes,100,3.08808555388014
TA-20422,Yes,250,3.00462378215365
TA-20423,Yes,1,21.3578673848088
TA-20423,Yes,2,11.7931483449531
TA-20423,Yes,5,6.05376050922809
TA-20423,Yes,10,4.13970387763391
TA-20423,Yes,25,2.99349554592345
TA-20423,Yes,50,2.67634081336279
TA-20423,Yes,100,2.5372378604853
TA-20423,Yes,250,2.45099402970126
TA-20424,Yes,1,21.4413291565353
TA-20424,Yes,2,11.8766101166796
TA-20424,Yes,5,6.13722228095458
TA-20424,Yes,10,4.2231656493604
TA-20424,Yes,25,3.07695731764994
TA-20424,Yes,50,2.75980258508928
TA-20424,Yes,100,2.61791757315424
TA-20424,Yes,250,2.53445580142775
TA-20426,Yes,1,29.1921456908687
TA-20426,Yes,2,17.3322279285345
TA-20426,Yes,5,10.2157208593224
TA-20426,Yes,10,7.84540654229008
TA-20426,Yes,25,6.42099230482465
TA-20426,Yes,50,6.01481168242239
TA-20426,Yes,100,5.82841372556657
TA-20426,Yes,250,5.71434930420703
TA-20427,Yes,1,29.1921456908687
TA-20427,Yes,2,17.3322279285345
TA-20427,Yes,5,10.2157208593224
TA-20427,Yes,10,7.84540654229008
TA-20427,Yes,25,6.42099230482465
TA-20427,Yes,50,6.01481168242239
TA-20427,Yes,100,5.82841372556657
TA-20427,Yes,250,5.71434930420703
TA-20428,Yes,1,21.9337536097216
TA-20428,Yes,2,12.3690345698658
TA-20428,Yes,5,6.62964673414087
TA-20428,Yes,10,4.7155901025467
TA-20428,Yes,25,3.56938177083623
TA-20428,Yes,50,3.25222703827557
TA-20428,Yes,100,3.11034202634053
TA-20428,Yes,250,3.02688025461404
TA-20433,No,1,8.19316392448379
TA-20434,No,3,20.4481340729901
TA-20436,Yes,1,21.4830600423986
TA-20436,Yes,2,11.9183410025428
TA-20436,Yes,5,6.17895316681783
TA-20436,Yes,10,4.26489653522365
TA-20436,Yes,25,3.11868820351318
TA-20436,Yes,50,2.80153347095252
TA-20436,Yes,100,2.66243051807504
TA-20436,Yes,250,2.576186687291
TA-20439,Yes,1,21.4135085659598
TA-20439,Yes,2,11.8487895261041
TA-20439,Yes,5,6.10940169037908
TA-20439,Yes,10,4.19812711784246
TA-20439,Yes,25,3.04913672707444
TA-20439,Yes,50,2.73476405357133
TA-20439,Yes,100,2.5928790416363
TA-20439,Yes,250,2.50663521085226
TA-20441,Yes,1,39.2687635973136
TA-20441,Yes,2,27.4088458349794
TA-20441,Yes,5,20.2923387657673
TA-20441,Yes,10,17.9192423896774
TA-20441,Yes,25,16.4976102112696
TA-20441,Yes,50,16.0886475298098
TA-20441,Yes,100,15.9022495729539
TA-20441,Yes,250,15.7909672106519
TA-20442,Yes,1,146.86211558899
TA-20442,Yes,3,53.1929691803497
TA-20442,Yes,5,34.4585834868103
TA-20442,Yes,7,26.4295610467219
TA-20442,Yes,9,21.9699203774698
TA-20443,Yes,1,24.9912365139687
TA-20443,Yes,2,14.8005541861643
TA-20443,Yes,5,8.68558837767008
TA-20443,Yes,10,6.64912114754372
TA-20443,Yes,25,5.42501516222186
TA-20443,Yes,50,5.0856039572008
TA-20443,Yes,100,4.92980864997802
TA-20443,Yes,250,4.83800070107888
TA-20444,Yes,1,37.0514625284465
TA-20444,Yes,2,25.1915447661123
TA-20444,Yes,5,18.0750376969002
TA-20444,Yes,10,15.7047233798679
TA-20444,Yes,25,14.2803091424025
TA-20444,Yes,50,13.8741285200002
TA-20444,Yes,100,13.6849485040868
TA-20444,Yes,250,13.5736661417849
TA-20445,Yes,1,28.4103870956973
TA-20445,Yes,2,16.550469333363
TA-20445,Yes,5,9.43396226415094
TA-20445,Yes,10,7.06086588806107
TA-20445,Yes,25,5.63923370965319
TA-20445,Yes,50,5.23027102819339
TA-20445,Yes,100,5.04387307133756
TA-20445,Yes,250,4.92980864997802
TA-20447,Yes,1,22.7906277994469
TA-20447,Yes,2,13.2259087595911
TA-20447,Yes,5,7.48652092386617
TA-20447,Yes,10,5.57524635132954
TA-20447,Yes,25,4.42625596056153
TA-20447,Yes,50,4.11188328705842
TA-20447,Yes,100,3.96999827512338
TA-20447,Yes,250,3.88375444433934
TA-20448,Yes,1,22.9798078153603
TA-20448,Yes,2,13.4150887755045
TA-20448,Yes,5,7.67570093977955
TA-20448,Yes,10,5.76442636724292
TA-20448,Yes,25,4.61543597647491
TA-20448,Yes,50,4.3010633029718
TA-20448,Yes,100,4.15917829103676
TA-20448,Yes,250,4.07293446025272
TA-20449,Yes,1,22.4901654212316
TA-20449,Yes,2,12.9254463813758
TA-20449,Yes,5,7.18605854565081
TA-20449,Yes,10,5.27200191405663
TA-20449,Yes,25,4.12579358234617
TA-20449,Yes,50,3.8086388497855
TA-20449,Yes,100,3.66675383785047
TA-20449,Yes,250,3.58329206612398
TA-20455,Yes,4,18.1779738820296
TA-20455,Yes,8,16.6756619909527
TA-20455,Yes,12,15.3235812889836
TA-20455,Yes,16,14.2497064927694
TA-20456,Yes,1,29.0446965608186
TA-20456,Yes,2,17.1847787984843
TA-20456,Yes,5,10.0682717292723
TA-20456,Yes,10,7.69795741223995
TA-20456,Yes,25,6.27354317477451
TA-20456,Yes,50,5.86736255237226
TA-20456,Yes,100,5.67818253645888
TA-20456,Yes,250,5.5669001741569
TA-20457,Yes,1,110.987464041887
TA-20457,Yes,3,41.4276414259722
TA-20457,Yes,5,27.5201281972814
TA-20457,Yes,7,21.5553935778949
TA-20457,Yes,9,18.2419612403532
TA-20458,Yes,1,29.0586068561063
TA-20458,Yes,2,17.1986890937721
TA-20458,Yes,5,10.08218202456
TA-20458,Yes,10,7.71186770752769
TA-20458,Yes,25,6.28745347006226
TA-20458,Yes,50,5.88127284766001
TA-20458,Yes,100,5.69209283174663
TA-20458,Yes,250,5.58081046944464
TA-20459,Yes,1,407.082009536898
TA-20459,Yes,2,222.765032856117
TA-20459,Yes,3,161.32604062919
TA-20459,Yes,5,112.17540325946
TA-20459,Yes,7,91.1152161938093
TA-20463,Yes,1,267.823261352192
TA-20463,Yes,3,96.2620254502762
TA-20463,Yes,5,61.9620193297463
TA-20463,Yes,7,47.2449269153086
TA-20463,Yes,9,39.0768015223427
TA-20474,Yes,5,16.0942116479249
TA-20474,Yes,10,8.63829337369174
TA-20477,Yes,1,59.6334358985772
TA-20477,Yes,2,47.773518136243
TA-20477,Yes,5,40.6570110670309
TA-20477,Yes,10,38.2839146909411
TA-20477,Yes,25,36.8622825125332
TA-20477,Yes,50,36.4533198310734
TA-20477,Yes,100,36.2669218742175
TA-20477,Yes,250,36.152857452858
