tube_assembly_id,diameter,wall,length,num_bends,bend_radius
TA-18917,12.7,0.89,100,5,31.75
TA-18918,15.88,0.89,58,3,38.1
TA-18919,15.88,0.89,125,6,38.1
TA-18920,6.35,0.71,138,6,19.05
TA-18921,6.35,0.71,150,4,19.05
TA-18922,6.35,0.71,214,7,19.05
TA-18923,12.7,1.24,55,4,38.1
TA-18924,12.7,1.24,161,3,38.1
TA-18925,19.05,1.24,41,2,50.8
TA-18926,9.52,1.24,28,3,25.4
TA-18927,12.7,0.89,122,6,38.1
TA-18928,12.7,0.89,62,3,38.1
TA-18929,12.7,0.89,106,5,38.1
TA-18930,7.94,0.71,97,5,25.4
TA-18931,7.94,0.71,196,9,25.4
TA-18932,7.94,0.71,86,5,25.4
TA-18933,7.94,0.71,82,5,25.4
TA-18934,7.94,0.71,94,7,25.4
TA-18935,7.94,0.71,94,7,25.4
TA-18936,7.94,0.71,74,3,25.4
TA-18937,6.35,0.71,128,7,19.05
TA-18938,12.7,0.89,103,3,38.1
TA-18939,9.52,0.71,91,3,38.1
TA-18940,7.94,0.71,24,2,19.05
TA-18941,7.94,0.71,24,2,19.05
TA-18942,7.94,0.71,70,2,25.4
TA-18943,19.05,1.65,52,4,38.1
TA-18944,19.05,1.65,52,4,38.1
TA-18945,15.88,1.65,33,2,50.8
TA-18946,12.7,0.89,46,2,38.1
TA-18947,12.7,0.89,17,0,0
TA-18948,12.7,0.89,34,1,38.1
TA-18949,7.94,0.71,141,7,25.4
TA-18950,6.35,0.71,80,4,19
TA-18951,31.75,3.05,184,6,63.5
TA-18952,4.76,0.71,51,1,19.05
TA-18953,6.35,0.71,20,1,25.4
TA-18954,12.7,0.89,105,4,38.1
TA-18955,12.7,0.89,118,7,38.1
TA-18956,6.35,0.71,82,5,25.4
TA-18957,9.52,0.71,179,6,38.1
TA-18958,7.94,0.71,87,6,25.7
TA-18959,7.94,0.71,87,6,25.4
TA-18960,7.94,0.71,81,4,25.4
TA-18961,7.94,0.71,86,4,25.4
TA-18962,7.94,0.71,91,7,25.4
TA-18963,7.94,0.71,92,7,25.4
TA-18964,7.94,0.71,85,4,25.4
TA-18965,9.52,0.71,79,5,25.4
TA-18966,12.7,0.89,36,1,38.1
TA-18967,9.52,0.71,138,8,25.4
TA-18968,7.94,0.89,39,3,19
TA-18969,9.52,0.71,90,4,38.1
TA-18970,12.7,0.89,106,4,31.75
TA-18971,9.52,0.89,63,3,25.4
TA-18972,6.35,0.71,118,3,25.4
TA-18973,6.35,0.71,114,4,25.4
TA-18974,6.35,0.71,106,4,25.4
TA-18975,6.35,0.71,94,2,25.4
TA-18976,6.35,0.71,192,5,25.4
TA-18977,6.35,0.71,97,6,25.4
TA-18978,6.35,0.71,102,6,25.4
TA-18979,6.35,0.71,122,5,25.4
TA-18980,6.35,0.71,230,2,25.4
TA-18981,6.35,0.71,124,1,25.4
TA-18982,6.35,0.71,72,1,25.4
TA-18983,9.52,0.89,45,3,19.05
TA-18984,9.52,0.89,16,1,19.05
TA-18985,9.52,0.89,39,1,25.4
TA-18986,9.52,0.89,38,2,25.4
TA-18987,9.52,0.89,36,2,25.4
TA-18988,9.52,0.89,19,1,25.4
TA-18989,9.52,0.89,97,6,25.4
TA-18990,9.52,1.24,71,7,19.05
TA-18991,12.7,1.24,48,2,25.4
TA-18992,15.88,1.24,54,4,31.75
TA-18993,12.7,1.24,85,5,25.4
TA-18994,6.35,0.89,54,5,12.7
TA-18995,15.88,1.65,91,4,31.75
TA-18996,6.35,0.89,112,3,19.05
TA-18997,6.35,0.89,108,4,19.05
TA-18998,6.35,0.89,102,3,19.05
TA-18999,6.35,0.89,96,3,19.05
TA-19000,6.35,0.89,100,1,19.05
TA-19001,6.35,0.89,158,6,19.05
TA-19002,6.35,0.89,156,6,19.05
TA-19003,15.88,1.65,88,4,38.1
TA-19004,19.05,1.65,32,2,38.1
TA-19005,15.88,1.65,36,2,31.75
TA-19006,6.35,0.89,40,4,19.05
TA-19007,12.7,1.24,69,2,25.4
TA-19008,6.35,0.89,91,7,19.05
TA-19009,15.88,1.65,79,4,31.75
TA-19010,15.88,1.65,94,6,31.75
TA-19011,34.92,1.65,81,4,88.9
TA-19013,12.7,1.65,33,2,25.4
TA-19014,12.7,1.65,71,4,19.75
TA-19015,25.4,1.65,50,2,50.8
TA-19016,15.88,1.65,33,2,31.75
TA-19017,15.88,1.65,95,6,31.75
TA-19018,15.88,1.65,75,4,31.75
TA-19019,15.88,1.65,112,8,31.75
TA-19020,6.35,0.89,49,2,19.05
TA-19021,6.35,0.89,190,7,19.05
TA-19022,6.35,0.89,155,7,19.05
TA-19023,6.35,0.89,58,2,19.05
TA-19024,6.35,0.89,156,4,19.05
TA-19025,6.35,0.89,60,2,19.05
TA-19026,6.35,0.89,182,7,19.05
TA-19027,9.52,1.65,28,2,19.05
TA-19028,6.35,0.89,107,6,19.05
TA-19029,12.7,0.89,126,3,50.8
TA-19030,12.7,0.89,111,5,50.8
TA-19031,6.35,0.89,157,6,19.05
TA-19032,6.35,0.89,59,3,19.05
TA-19033,6.35,0.89,65,4,19.05
TA-19034,6.35,0.89,23,2,19.05
TA-19035,6.35,0.89,20,1,19.05
TA-19036,6.35,0.89,32,1,19.05
TA-19037,6.35,0.89,124,3,19.05
TA-19038,6.35,0.89,136,3,19.05
TA-19039,6.35,0.89,128,3,19.05
TA-19040,9.52,0.89,24,2,19.05
TA-19041,25.4,1.65,57,3,50.8
TA-19042,25.4,1.65,30,1,50.8
TA-19043,9.52,0.89,22,1,31.75
TA-19044,9.52,0.89,28,2,31.75
TA-19045,9.52,1.24,54,5,25.4
TA-19046,19.05,1.65,91,4,38.1
TA-19047,6.35,0.71,171,6,19.05
TA-19048,9.52,0.89,89,5,19.05
TA-19049,9.52,0.89,75,4,19.05
TA-19050,9.52,0.89,67,4,19.05
TA-19051,9.52,0.89,30,2,25.4
TA-19053,9.52,1.24,28,2,31.75
TA-19055,9.52,0.71,162,9,25.4
TA-19056,9.52,0.89,57,5,31.75
TA-19057,9.52,1.24,44,2,19.05
TA-19058,6.35,0.89,113,7,19.05
TA-19059,12.7,0.89,35,1,38.1
TA-19060,12.7,0.89,130,6,38.1
TA-19062,22.22,2.11,103,1,177.8
TA-19063,25.4,1.65,153,7,38.1
TA-19064,12.7,1.65,102,4,38.1
TA-19065,12.7,1.65,7,0,0
TA-19066,12.7,1.65,29,2,19.05
TA-19067,19.05,2.11,67,3,25.4
TA-19068,12.7,1.24,79,3,38.1
TA-19070,6.35,0.71,183,3,19.05
TA-19071,6.35,0.71,164,7,19.05
TA-19072,6.35,0.71,44,2,19.05
TA-19073,6.35,0.71,163,7,19.05
TA-19074,6.35,0.71,190,9,19.05
TA-19075,6.35,0.71,256,4,19.05
TA-19076,6.35,0.71,253,6,19.05
TA-19077,6.35,0.71,159,4,19.05
TA-19078,6.35,0.71,246,4,19.05
TA-19079,6.35,0.71,190,9,19.05
TA-19080,42.7,4.8,351,5,110
TA-19081,42.7,4.8,119,4,110
TA-19082,9.52,0.71,93,4,31.75
TA-19083,9.52,0.71,93,4,31.75
TA-19084,6.35,0.71,51,3,19.05
TA-19085,9.52,0.89,39,1,25.4
TA-19086,9.52,0.89,49,5,19.05
TA-19087,9.52,0.89,14,2,19.05
TA-19088,9.52,0.71,91,5,25.4
TA-19089,9.52,0.71,77,4,19.05
TA-19090,9.52,0.89,51,2,25.4
TA-19091,9.52,0.89,51,5,19.05
TA-19092,9.52,0.71,104,4,19.05
TA-19093,9.52,0.71,118,5,25.4
TA-19094,6.35,0.71,28,4,19.05
TA-19095,9.52,0.71,96,3,31.75
TA-19096,9.52,0.71,94,8,31.75
TA-19097,6.35,0.89,69,4,25.4
TA-19098,6.35,0.71,23,1,19.05
TA-19099,6.35,0.71,17,0,0
TA-19100,9.52,1.65,82,4,90
TA-19101,9.52,1.65,69,3,25.4
TA-19102,6.35,0.89,71,4,19.05
TA-19103,6.35,0.89,42,2,25.4
TA-19104,6.35,0.89,51,3,19.05
TA-19105,6.35,0.71,18,1,25.4
TA-19106,6.35,0.71,17,2,19.05
TA-19107,9.52,0.71,22,2,38.1
TA-19108,15.88,1.24,110,6,50.8
TA-19109,6.35,0.71,23,3,19.05
TA-19110,31.75,3.05,125,2,50.8
TA-19111,9.52,0.71,58,3,31.75
TA-19112,9.52,0.71,44,2,38.1
TA-19113,9.52,0.71,84,3,38.1
TA-19114,9.52,0.71,102,5,38.1
TA-19115,15.88,0.89,113,6,63.5
TA-19116,15.88,0.89,78,4,63.5
TA-19117,6.35,0.89,62,8,25.4
TA-19118,6.35,0.89,62,8,25.4
TA-19119,15.88,1.24,134,6,38.1
TA-19120,12.7,1.24,147,5,38.1
TA-19121,12.7,0.89,135,4,38.1
TA-19122,12.7,0.89,143,5,38.1
TA-19123,22.22,2.11,49,2,63.5
TA-19124,22.22,2.41,114,4,63.5
TA-19125,22.22,2.41,105,3,63.5
TA-19126,22.22,2.41,97,2,63.5
TA-19127,6.35,0.71,43,1,25.4
TA-19128,6.35,0.71,43,3,25.4
TA-19129,7.94,0.71,123,4,25.4
TA-19130,7.94,0.71,126,6,25.4
TA-19131,7.94,0.71,115,6,25.4
TA-19132,15.88,1.24,112,4,38.1
TA-19133,12.7,1.24,25,1,38.1
TA-19134,9.52,0.71,120,6,38.1
TA-19135,9.52,0.71,135,6,38.1
TA-19136,12.7,0.89,122,6,38.1
TA-19139,9.52,0.89,67,5,19.05
TA-19140,9.52,0.89,74,5,19.05
TA-19141,25.4,1.65,103,2,50.8
TA-19143,15.88,1.65,114,6,38.1
TA-19144,25.4,3.05,162,5,50.8
TA-19145,7.94,0.71,116,5,25.4
TA-19146,12.7,0.89,152,6,38.1
TA-19147,15.88,2.41,52,0,0
TA-19149,9.52,1.24,64,3,25.4
TA-19150,9.52,1.24,139,7,25.4
TA-19151,9.52,1.24,55,4,25.4
TA-19152,25.4,1.65,52,3,50.8
TA-19153,6.35,0.71,92,5,25.4
TA-19154,6.35,0.71,143,8,25.4
TA-19155,6.35,0.71,95,5,25.4
TA-19156,7.94,0.89,38,1,19.05
TA-19157,12.7,1.24,86,5,38.1
TA-19158,25.4,1.65,31,1,76.2
TA-19159,25.4,1.65,41,2,76.2
TA-19160,12.7,1.24,50,2,38.1
TA-19161,12.7,1.24,40,4,38.1
TA-19162,12.7,1.24,66,5,38.1
TA-19163,7.94,0.89,112,7,25.4
TA-19164,7.94,0.89,22,2,19.05
TA-19165,15.88,0.89,191,3,63.5
TA-19166,15.88,0.89,148,4,38.1
TA-19167,9.52,0.71,115,5,38.1
TA-19168,9.52,0.71,115,5,38.1
TA-19169,9.52,0.71,117,7,38.1
TA-19170,9.52,0.71,117,7,38.1
TA-19171,9.52,1.24,115,7,38.1
TA-19172,6.35,0.71,177,9,19.05
TA-19173,6.35,0.71,177,9,19.05
TA-19174,9.52,0.71,49,3,38.1
TA-19175,9.52,0.71,63,3,38.1
TA-19176,9.52,0.71,40,2,38.1
TA-19177,9.52,0.71,67,2,38.1
TA-19178,15.88,0.89,66,3,63.5
TA-19179,15.88,1.24,163,7,31.8
TA-19180,15.88,1.24,163,7,31.8
TA-19181,15.88,1.24,154,7,31.8
TA-19182,15.88,1.24,151,8,31.8
TA-19183,12.7,1.65,108,6,38.1
TA-19184,7.94,0.89,106,7,25.4
TA-19185,7.94,0.89,43,2,25.4
TA-19186,7.94,0.89,32,1,25.4
TA-19187,9.52,1.24,63,5,25.4
TA-19188,9.52,1.24,79,5,25.4
TA-19189,6.35,0.71,53,2,19.05
TA-19190,6.35,0.71,58,3,19.05
TA-19191,6.35,0.71,74,4,19.05
TA-19192,6.35,0.71,13,1,25.4
TA-19193,12.7,1.24,35,2,25.4
TA-19194,9.52,1.24,54,4,19.05
TA-19195,9.52,1.24,41,3,19.05
TA-19196,9.52,1.24,61,3,19.05
TA-19197,9.52,1.24,51,4,19.05
TA-19198,19.05,2.11,351,2,63.5
TA-19199,6.35,0.71,58,4,19.05
TA-19200,6.35,2.26,98,10,19.05
TA-19201,6.35,2.26,98,9,19.05
TA-19202,6.35,2.26,98,10,19.05
TA-19203,6.35,2.26,98,10,19.05
TA-19204,6.35,2.26,98,10,19.05
TA-19205,6.35,2.26,98,7,19.05
TA-19206,19.05,1.65,115,4,50.8
TA-19207,19.05,1.65,128,4,50.8
TA-19209,15.88,1.65,63,0,0
TA-19214,6.35,0.89,24,3,19.05
TA-19216,152.4,1.65,35,0,0
TA-19218,12.7,0.89,130,4,38.1
TA-19219,12.7,0.89,130,5,38.1
TA-19220,9.52,1.24,95,4,38.1
TA-19221,7.94,0.71,200,4,25.4
TA-19222,9.52,0.71,45,3,31.75
TA-19223,9.52,0.71,61,2,38.1
TA-19224,9.52,0.71,37,1,38.1
TA-19225,9.52,0.71,97,4,38.1
TA-19226,9.52,0.71,30,2,38.1
TA-19227,9.52,0.71,39,2,38.1
TA-19228,9.52,0.71,47,3,38.1
TA-19229,9.52,0.71,60,3,38.1
TA-19230,9.52,0.71,106,4,38.1
TA-19231,12.7,1.24,217,6,38.1
TA-19232,15.88,1.24,230,7,38.1
TA-19233,12.7,1.24,238,7,90
TA-19234,19.05,1.65,246,7,63.5
TA-19235,12.7,0.89,231,6,38.1
TA-19236,12.7,0.89,225,6,38.1
TA-19237,9.52,0.71,225,6,38.1
TA-19238,6.35,2.26,98,10,19.05
TA-19239,6.35,2.26,98,10,19.05
TA-19240,6.35,2.26,98,9,19.05
TA-19241,6.35,2.26,98,9,19.05
TA-19242,6.35,2.26,98,12,19.05
TA-19243,6.35,2.26,98,10,19.05
TA-19244,6.35,2.26,98,10,19.05
TA-19245,6.35,2.26,98,10,19.05
TA-19246,6.35,2.26,98,7,19.05
TA-19247,6.35,2.26,101,6,19.05
TA-19248,6.35,2.26,101,6,19.05
TA-19249,6.35,2.26,101,6,19.05
TA-19251,19.05,1.65,44,2,38.1
TA-19252,19.05,1.65,58,2,50.8
TA-19253,25.4,1.65,51,2,63.5
TA-19254,9.52,1.24,98,8,19.05
TA-19255,9.52,0.89,21,2,31.75
TA-19256,15.88,1.65,170,6,31.75
TA-19257,15.88,1.65,94,3,31.75
TA-19258,15.88,1.65,101,0,0
TA-19260,6.35,2.26,98,10,19.05
TA-19261,6.35,2.26,98,9,19.05
TA-19262,6.35,2.26,98,9,19.05
TA-19263,6.35,2.26,98,12,19.05
TA-19264,6.35,2.26,98,10,19.05
TA-19265,6.35,2.26,98,10,19.05
TA-19266,6.35,2.26,98,10,19.05
TA-19267,6.35,2.26,98,7,19.05
TA-19268,6.35,2.185,98,10,19.05
TA-19269,6.35,2.185,98,9,19.05
TA-19270,6.35,2.185,98,9,19.05
TA-19271,6.35,2.185,98,12,19.05
TA-19272,6.35,2.185,98,10,19.05
TA-19273,6.35,2.185,98,10,19.05
TA-19274,6.35,2.185,98,10,19.05
TA-19275,6.35,2.185,98,7,19.05
TA-19280,9.52,0.89,77,6,19.05
TA-19282,6.35,0.89,58,3,19.05
TA-19283,15.88,1.65,32,1,38.1
TA-19284,15.88,1.65,130,4,38.1
TA-19286,9.52,1.24,111,6,19.05
TA-19287,34.92,1.65,78,3,101.6
TA-19288,34.92,1.65,78,3,101.6
TA-19290,9.52,0.89,186,10,25.4
TA-19291,12.7,1.24,152,5,25.4
TA-19292,9.52,0.89,147,9,25.4
TA-19293,12.7,1.24,126,5,25.4
TA-19295,6.35,0.89,30,2,19.05
TA-19297,9.52,0.89,26,2,31.75
TA-19298,6.35,0.71,157,4,19.05
TA-19299,6.35,0.71,154,6,19.05
TA-19300,6.35,0.71,149,4,19.05
TA-19301,6.35,0.71,127,4,19.05
TA-19303,15.88,1.65,91,4,38.1
TA-19304,19.05,1.65,60,4,38.1
TA-19305,15.88,0.89,56,3,50.8
TA-19306,12.7,0.89,45,3,38.1
TA-19307,9.52,0.71,77,1,38.1
TA-19308,12.7,0.89,74,1,38.1
TA-19309,9.52,0.71,102,6,31.75
TA-19310,9.52,0.71,102,6,31.75
TA-19311,9.52,0.71,102,5,31.75
TA-19312,9.52,0.71,102,7,31.75
TA-19313,6.35,0.71,61,4,19.05
TA-19314,9.52,0.71,70,4,31.75
TA-19315,6.35,0.71,23,2,19.05
TA-19316,34.92,1.65,29,0,0
TA-19318,6.35,0.71,33,4,25.4
TA-19319,6.35,0.89,172,11,25.4
TA-19320,6.35,0.71,76,5,31.75
TA-19321,6.35,0.71,32,3,9999
TA-19322,6.35,0.71,40,2,25.4
TA-19324,6.35,0.71,17,2,19.05
TA-19325,9.52,0.89,59,6,31.75
TA-19326,9.52,0.89,37,4,31.75
TA-19327,6.35,0.71,45,3,25.4
TA-19329,9.52,0.89,73,6,31.75
TA-19330,12.7,1.24,73,6,38.1
TA-19332,15.88,1.24,40,2,38.1
TA-19333,12.7,1.24,119,3,38.1
TA-19334,12.7,1.24,41,2,38.1
TA-19335,7.94,0.71,42,3,25.4
TA-19336,9.52,1.24,60,4,25.4
TA-19337,15.88,1.24,45,2,38.1
TA-19338,12.7,0.89,42,3,31.75
TA-19339,6.35,0.71,45,3,19.05
TA-19340,6.35,0.71,28,3,25.4
TA-19341,6.35,0.81,89,6,25.4
TA-19342,6.35,0.71,90,7,25.4
TA-19343,6.35,0.89,50,6,25.4
TA-19344,6.35,0.89,26,2,19.05
TA-19345,6.35,0.71,34,5,19.05
TA-19346,6.35,0.71,59,6,19.05
TA-19347,22.22,1.65,64,2,63.5
TA-19348,15.88,1.24,103.5,6,50.8
TA-19350,9.52,1.24,48,2,31.75
TA-19351,9.52,1.24,82,4,25.4
TA-19352,9.52,1.24,55,5,19.05
TA-19353,6.35,0.71,24,2,19.05
TA-19354,9.52,0.89,30,1,38.1
TA-19355,6.35,0.71,26,2,19.05
TA-19357,6.35,0.71,222,5,25.4
TA-19358,15.88,1.65,177,6,63.5
TA-19359,9.52,0.71,39,2,25.4
TA-19360,9.52,0.71,41,3,25.4
TA-19361,12.7,0.89,51,3,38.1
TA-19362,15.88,1.24,39,1,38.1
TA-19363,9.52,0.89,81,5,25.4
TA-19364,9.52,0.89,98,4,38.1
TA-19367,12.7,1.24,31,2,38.1
TA-19368,12.7,1.24,33,3,38.1
TA-19369,25.4,1.65,92,1,152.4
TA-19370,9.52,0.89,34,2,25.4
TA-19371,6.35,0.89,28,2,25.4
TA-19372,12.7,1.24,95,5,25.4
TA-19373,6.35,0.89,57,7,12.7
TA-19374,6.35,0.89,9,1,25.4
TA-19375,12.7,1.24,53,4,19.05
TA-19376,15.88,0.89,140,3,38.1
TA-19377,9.52,0.89,47,4,25.4
TA-19378,9.52,0.89,67,6,19.05
TA-19379,19.05,1.24,138,5,50.8
TA-19381,25.4,2.41,159,6,50.8
TA-19383,12.7,1.24,30,2,25.4
TA-19384,19.05,1.65,96,4,50.8
TA-19386,6.35,0.71,203,4,19
TA-19387,6.35,0.71,192,3,19
TA-19388,12.7,2.11,7,0,0
TA-19389,7.94,0.71,110,5,25.4
TA-19390,7.94,0.71,110,5,25.4
TA-19391,7.94,0.71,13,10,25.4
TA-19392,7.94,0.71,100,4,25.4
TA-19393,12.7,0.89,79,4,38.1
TA-19394,9.52,1.24,44,1,31.75
TA-19395,6.35,0.89,22,1,19.05
TA-19397,25.4,1.65,66,2,50.8
TA-19398,25.4,1.65,16,0,0
TA-19400,9.52,0.71,23,1,31.75
TA-19401,15.88,0.89,153,3,38.1
TA-19402,7.94,0.71,116,4,25.4
TA-19403,7.94,0.71,49,3,25.4
TA-19404,7.94,0.71,75,8,25.4
TA-19405,38.1,4.78,196,1,76.2
TA-19406,9.52,1.24,150,7,25.4
TA-19407,15.88,0.89,57,3,38.1
TA-19408,15.88,0.89,126,6,38.1
TA-19409,15.88,0.89,60,3,38.1
TA-19410,9.52,0.71,99,5,31.75
TA-19411,9.52,0.89,50,3,31.75
TA-19412,6.35,0.89,55,3,19.05
TA-19413,12.7,0.89,127,4,38.1
TA-19414,12.7,0.89,175,7,38.1
TA-19415,12.7,0.89,24,1,38.1
TA-19416,15.88,0.89,100,5,38.1
TA-19417,19.05,1.65,112,4,50.8
TA-19418,19.05,1.65,125,4,50.8
TA-19420,6.35,0.71,36,2,19.05
TA-19427,25.4,1.65,39,2,38.1
TA-19428,25.4,1.65,171,6,50.8
TA-19430,19.05,1.65,75,5,38.1
TA-19431,19.05,1.65,85,3,38.1
TA-19433,19.05,1.65,73,2,38.1
TA-19434,19.05,1.65,149,5,38.1
TA-19437,22.22,2.11,95,1,63.5
TA-19438,19.05,2.11,161,6,38.1
TA-19439,19.05,2.11,162,6,38.1
TA-19440,6.35,0.89,34,3,19.05
TA-19441,6.35,0.89,23,2,19.05
TA-19442,6.35,0.89,39,3,19.05
TA-19443,6.35,0.89,15,2,19.05
TA-19444,6.35,0.89,122,7,25.4
TA-19445,12.7,1.24,140,7,50.8
TA-19446,6.35,0.89,101,5,25.4
TA-19447,12.7,1.24,63,5,50.8
TA-19448,12.7,1.24,135,6,50.8
TA-19449,6.35,0.89,118,5,25.4
TA-19450,9.52,0.71,24,2,3.75
TA-19451,6.35,0.71,18,1,19.05
TA-19452,19.05,1.65,50,2,38.1
TA-19453,6.35,0.71,16,1,19.05
TA-19455,6.35,0.89,106,4,19.05
TA-19456,6.35,0.89,98,2,19.05
TA-19457,9.52,0.89,23,2,31.75
TA-19458,6.35,0.89,109,6,12.7
TA-19460,15.88,1.65,139,5,38.1
TA-19461,6.35,0.89,67,3,19.05
TA-19462,6.35,0.89,112,3,19.05
TA-19463,6.35,0.89,107,6,19.05
TA-19464,6.35,0.89,99,6,19.05
TA-19465,25.4,1.65,20,1,38.1
TA-19466,9.52,0.89,41,2,127
TA-19467,6.35,0.89,82,7,19.05
TA-19468,6.35,0.89,92,7,19.05
TA-19469,6.35,0.89,29,2,19.05
TA-19470,6.35,0.71,28,3,19.05
TA-19471,22.22,1.65,28,1,50.8
TA-19472,9.52,1.24,57,3,31.75
TA-19473,9.52,0.89,31,2,31.75
TA-19475,6.35,0.89,141,4,19.05
TA-19477,38.1,1.65,9,0,0
TA-19478,31.75,1.65,9,0,0
TA-19480,9.52,0.89,35,3,19
TA-19481,12.7,1.65,28,0,0
TA-19482,6.35,0.89,106,4,19.05
TA-19483,12.7,1.65,190,3,254
TA-19484,6.35,0.89,86,4,19.05
TA-19485,6.35,0.89,85,4,19.05
TA-19486,6.35,0.89,76,4,19.05
TA-19487,25.4,1.65,34,1,50.8
TA-19488,25.4,1.65,31,1,38.1
TA-19489,19.05,1.65,66,4,38.1
TA-19490,19.05,1.65,132,1,50.8
TA-19492,6.35,0.89,142,0,0
TA-19493,9.52,0.89,120,7,19.05
TA-19495,12.7,1.65,66,7,19.05
TA-19496,12.7,1.65,66,7,19.05
TA-19497,12.7,1.65,93,4,19.05
TA-19498,6.35,0.71,55,2,19.05
TA-19499,15.88,1.65,159,0,0
TA-19500,25.4,1.65,55,2,50.8
TA-19501,12.7,1.65,74,4,19.05
TA-19502,12.7,1.65,37,2,19.05
TA-19503,12.7,1.65,72,2,19.05
TA-19504,12.7,1.65,35,2,19.05
TA-19505,12.7,1.65,103,4,38.1
TA-19507,9.52,1.24,22,2,31.75
TA-19509,12.7,1.65,103,6,38.1
TA-19510,12.7,1.65,101,7,38.1
TA-19511,15.88,1.65,49,3,25.4
TA-19513,41.28,1.65,107,3,101.6
TA-19514,6.35,0.89,26,2,19.05
TA-19517,63.5,1.65,114,2,152.4
TA-19518,63.5,1.65,90,2,152.4
TA-19519,6.35,2.26,75,6,22.22
TA-19520,6.35,2.26,75,8,22.22
TA-19521,6.35,2.26,75,8,22.22
TA-19522,6.35,2.26,75,8,22.22
TA-19523,6.35,2.26,75,6,22.22
TA-19524,6.35,0.89,14,2,12.7
TA-19525,6.35,2.26,19,2,19.05
TA-19526,12.7,1.65,73,6,38.1
TA-19527,12.7,1.65,76,6,38.1
TA-19528,12.7,1.65,109,7,38.1
TA-19529,12.7,1.65,100,8,38.1
TA-19530,12.7,1.65,79,6,38.1
TA-19531,12.7,1.65,106,6,68.1
TA-19532,12.7,1.65,110,6,38.1
TA-19533,22.22,1.65,48,3,50.8
TA-19534,22.22,1.65,37,2,50.8
TA-19535,22.22,1.65,68,4,50.8
TA-19536,25.4,1.65,53,3,50.8
TA-19537,9.52,0.89,29,2,19.05
TA-19542,6.35,0.71,74,4,12.7
TA-19543,6.35,0.89,27,3,19.05
TA-19544,6.35,0.89,79,6,19.05
TA-19545,25.4,1.65,120,4,50.8
TA-19546,25.4,1.65,110,5,50.8
TA-19547,25.4,1.65,46,2,50.8
TA-19548,25.4,1.65,27,1,50.8
TA-19549,25.4,1.65,119,4,50.8
TA-19550,25.4,1.65,132,4,50.8
TA-19552,6.35,0.89,143,4,19.05
TA-19554,25.4,1.65,51,3,50.8
TA-19556,9.52,1.24,30,3,19.05
TA-19557,9.52,1.24,30,3,19.05
TA-19558,6.35,0.89,132,7,19.05
TA-19560,88.9,1.65,74,0,0
TA-19562,9.52,0.89,53,3,31.75
TA-19565,6.35,0.71,69,5,19.05
TA-19566,12.7,1.65,56,3,38.1
TA-19567,9.52,0.89,143,4,31.75
TA-19568,9.52,0.89,37,2,31.75
TA-19569,12.7,1.24,32,2,38.1
TA-19571,15.88,1.65,74,2,38.1
TA-19572,15.88,1.65,69,2,38.1
TA-19573,9.52,0.89,39,2,19.05
TA-19578,12.7,1.24,81,7,38.1
TA-19579,9.52,0.89,89,5,31.75
TA-19581,25.4,1.65,41,2,50.8
TA-19583,12.7,1.65,85,3,38.1
TA-19584,6.35,2.375,80,7,22.22
TA-19585,6.35,2.375,80,7,22.22
TA-19586,6.35,2.375,80,0,0
TA-19587,6.35,2.375,86,0,0
TA-19588,25.4,1.65,33,2,38.1
TA-19589,15.88,1.65,76,2,38.1
TA-19590,9.52,1.24,81,5,25.4
TA-19591,25.4,1.65,68,3,50.8
TA-19592,6.35,0.89,58,4,19.05
TA-19593,12.7,1.65,51,1,127
TA-19594,15.88,1.65,98,4,38.1
TA-19595,15.88,1.65,86,2,31.75
TA-19596,15.88,1.65,91,3,31.75
TA-19597,9.52,1.65,27,2,19.05
TA-19598,15.88,1.65,109,4,31.75
TA-19599,15.88,1.65,134,4,31.75
TA-19600,19.05,1.65,199,4,50.8
TA-19601,6.35,0.89,101,2,19.05
TA-19602,6.35,0.89,94,3,19.05
TA-19603,9.52,1.24,38,4,19.05
TA-19605,25.4,1.65,69,4,50.8
TA-19606,9.52,0.89,70,5,31.75
TA-19607,25.4,1.65,68,3,63.5
TA-19608,6.35,0.89,90,6,19.05
TA-19609,6.35,0.89,105,6,19.05
TA-19610,6.35,0.89,67,4,19.05
TA-19611,6.35,0.89,121,6,19.05
TA-19612,6.35,0.89,123,0,0
TA-19613,6.35,0.89,75,0,0
TA-19614,12.7,1.65,128,2,38.1
TA-19615,12.7,1.65,124,2,38.1
TA-19617,9.52,1.24,67,3,31.75
TA-19618,6.35,0.89,91,7,19.05
TA-19620,41.28,1.65,56,0,0
TA-19621,63.5,1.65,160,2,127
TA-19625,6.35,2.26,101,6,19.05
TA-19626,12.7,0.89,75,2,38.1
TA-19627,15.88,1.65,103,5,31.75
TA-19628,15.88,1.65,120,6,31.75
TA-19629,12.7,1.24,123,6,38.1
TA-19632,9.52,0.89,148,8,19.05
TA-19633,63.5,1.65,130,3,127
TA-19637,9.52,0.89,33,1,88.9
TA-19640,6.35,0.89,33,2,19.05
TA-19641,41.28,1.65,71,2,101.6
TA-19642,6.35,0.89,22,3,12.7
TA-19643,6.35,0.89,30,2,12.7
TA-19644,15.88,1.24,111,4,50.8
TA-19645,9.52,0.89,37,3,19.05
TA-19647,15.88,1.65,161,9,38.1
TA-19648,15.88,1.65,134,7,38.1
TA-19651,88.9,1.65,53,1,152.4
TA-19652,6.35,0.89,66,7,12.7
